STATE,OCC_TITLE,median_delta,cpi_delta,adj_delta,num_years
District of Columbia,truck drivers heavy and tractor-trailer,4.508816,4.207704,-1.053943,3
District of Columbia,truck drivers light or delivery services,1.301847,4.207704,-4.090209,3
District of Columbia,taxi drivers and chauffeurs,0.6686727,3.760076,-4.119643,10
District of Columbia,motor vehicle operators all other,18.0777,3.760076,12.46133,9
District of Columbia,parking lot attendants,12.34568,3.760076,7.001944,10
District of Columbia,transportation workers all other,33.29949,3.760076,26.95908,10
District of Columbia,industrial truck and tractor operators,61.71658,3.760076,54.02451,10
District of Columbia,cleaners of vehicles and equipment,137.3288,3.760076,126.0402,10
District of Columbia,laborers and freight stock and material movers hand,42.09329,3.760076,35.33459,10
District of Columbia,packers and packagers hand,12.53975,3.760076,7.186789,10
District of Columbia,refuse and recyclable material collectors,23.65286,3.760076,17.77131,10
Florida,all occupations,13.61746,-0.3000031,13.95832,10
Florida,management occupations,16.45191,-0.3000031,16.80126,10
Florida,general and operations managers,27.59699,-0.3000031,27.97978,10
Florida,legislators,32.07547,-0.3000031,32.47169,10
Florida,advertising and promotions managers,44.49988,-0.3000031,44.93338,10
Florida,marketing managers,10.41332,-0.3000031,10.74456,10
Florida,sales managers,10.98429,-0.3000031,11.31725,10
Florida,public relations managers,1.619348,0,1.619348,3
Florida,administrative services managers,19.01914,-0.3000031,19.3762,10
Florida,computer and information systems managers,21.2766,-0.3000031,21.64042,10
Florida,financial managers,31.52741,-0.3000031,31.92199,10
Florida,compensation and benefits managers,1.902116,-0.3000031,2.20782,10
Florida,training and development managers,6.882545,-0.3000031,7.20319,10
Florida,human resources managers all other,-3.506133,0,-3.506133,3
Florida,industrial production managers,18.56259,-0.3000031,18.91828,10
Florida,purchasing managers,22.56964,-0.3000031,22.93735,10
Florida,transportation storage and distribution managers,3.035694,-0.3000031,3.344798,10
Florida,farm ranch and other agricultural managers,-26.22622,0,-26.22622,3
Florida,construction managers,4.646075,-0.3000031,4.960012,10
Florida,education administrators preschool and child care center/program,4.260014,0.8000031,3.425931,2
Florida,education administrators elementary and secondary school,13.38861,-0.3000031,13.72878,10
Florida,education administrators postsecondary,52.18251,-0.3000031,52.63906,10
Florida,education administrators all other,13.33825,-0.3000031,13.67827,10
Florida,engineering managers,2.89828,0,2.89828,3
Florida,food service managers,34.07346,-0.3000031,34.47568,10
Florida,funeral directors,20.93122,0,20.93122,3
Florida,gaming managers,24.05021,-0.3000031,24.42236,10
Florida,lodging managers,14.26829,-0.3000031,14.6111,10
Florida,medical and health services managers,23.1594,-0.3000031,23.52888,10
Florida,natural sciences managers,3.866061,-0.3000031,4.177661,10
Florida,postmasters and mail superintendents,19.9823,-0.3000031,20.34225,10
Florida,property real estate and community association managers,1.550071,-0.3000031,1.854724,10
Florida,social and community service managers,1.592403,-0.3000031,1.897176,10
Florida,managers all other,21.76812,-0.3000031,22.13342,10
Florida,business and financial operations occupations,18.58407,-0.3000031,18.93982,10
Florida,agents and business managers of artists performers and athletes,17.51215,-0.3000031,17.86468,10
Florida,purchasing agents and buyers farm products,8.199643,0,8.199643,3
Florida,wholesale and retail buyers except farm products,15.90227,-0.3000031,16.24998,10
Florida,purchasing agents except wholesale retail and farm products,18.32141,-0.3000031,18.67638,10
Florida,claims adjusters examiners and investigators,23.17908,-0.3000031,23.54861,10
Florida,insurance appraisers auto damage,25.90336,-0.3000031,26.28107,10
Florida,compliance officers except agriculture construction health and safety and transportation,4.68711,0,4.68711,3
Florida,cost estimators,8.362168,-0.3000031,8.687254,10
Florida,emergency management specialists,6.677361,0,6.677361,3
Florida,employment recruitment and placement specialists,5.608933,0,5.608933,3
Florida,compensation benefits and job analysis specialists,19.89448,-0.3000031,20.25417,10
Florida,training and development specialists,17.25683,-0.3000031,17.6086,10
Florida,human resources training and labor relations specialists all other,-6.583135,-0.8000031,-5.835796,5
Florida,logisticians,9.600135,-0.3000031,9.928933,10
Florida,management analysts,8.318499,-0.3000031,8.643452,10
Florida,meeting and convention planners,2.138624,0,2.138624,3
Florida,business operations specialists all other,15.15708,-0.3000031,15.50255,10
Florida,accountants and auditors,14.60526,-0.3000031,14.94908,10
Florida,appraisers and assessors of real estate,-9.86262,-0.3000031,-9.592211,10
Florida,budget analysts,11.11307,-0.3000031,11.44641,10
Florida,credit analysts,32.13208,-0.3000031,32.52848,10
Florida,financial analysts,17.60325,-0.3000031,17.95605,10
Florida,personal financial advisors,100.2819,-0.3000031,100.8828,10
Florida,insurance underwriters,25.56423,-0.3000031,25.94092,10
Florida,financial examiners,9.265761,-0.3000031,9.593561,10
Florida,loan counselors,6.676301,0,6.676301,3
Florida,loan officers,44.41032,-0.3000031,44.84356,10
Florida,tax examiners collectors and revenue agents,-1.925722,0,-1.925722,2
Florida,tax preparers,11.7129,-0.3000031,12.04804,10
Florida,financial specialists all other,27.17286,-0.3000031,27.55438,10
Florida,computer and mathematical occupations,19.20123,-0.3000031,19.55884,8
Florida,computer and information scientists research,-9.740191,0,-9.740191,3
Florida,computer programmers,9.625503,-0.3000031,9.954385,10
Florida,software developers applications,16.86118,-0.3000031,17.21177,10
Florida,software developers systems software,19.54495,-0.3000031,19.90359,10
Florida,computer support specialists,18.12799,-0.8000031,19.07302,5
Florida,computer systems analysts,26.25592,-0.3000031,26.63469,10
Florida,database administrators,31.67237,-0.3000031,32.06738,10
Florida,network and computer systems administrators,22.19582,-0.3000031,22.56241,10
Florida,network systems and data communications analysts,15.07231,0,15.07231,3
Florida,computer specialists all other,1.641434,0,1.641434,3
Florida,actuaries,15.11492,-0.3000031,15.46026,10
Florida,mathematicians,23.38952,-0.3000031,23.75969,9
Florida,operations research analysts,10.19622,-0.3000031,10.52681,10
Florida,statisticians,8.388012,-0.3000031,8.713175,10
Florida,mathematical technicians,10.89386,-0.3000031,11.22654,9
Florida,mathematical scientists all other,8.800851,0,8.800851,3
Florida,architecture and engineering occupations,18.82291,-0.3000031,19.17937,10
Florida,architects except landscape and naval,30.33192,-0.3000031,30.72292,10
Florida,landscape architects,14.03922,-0.3000031,14.38133,10
Florida,surveyors,8.897219,-0.3000031,9.223913,10
Florida,aerospace engineers,35.47436,-0.3000031,35.88078,10
Florida,agricultural engineers,-38.12737,-0.3000031,-37.94175,9
Florida,biomedical engineers,8.591116,-0.3000031,8.91689,10
Florida,chemical engineers,18.25003,-0.3000031,18.60478,10
Florida,civil engineers,11.24335,-0.3000031,11.57708,10
Florida,computer hardware engineers,16.05201,-0.3000031,16.40017,10
Florida,electrical engineers,13.17933,-0.3000031,13.51887,10
Florida,electronics engineers except computer,12.9086,-0.3000031,13.24733,10
Florida,environmental engineers,-4.891888,-0.3000031,-4.606565,10
Florida,health and safety engineers except mining safety engineers and inspectors,15.46392,-0.3000031,15.81031,10
Florida,industrial engineers,6.720347,-0.3000031,7.040504,10
Florida,marine engineers and naval architects,33.94582,-0.3000031,34.34765,10
Florida,materials engineers,33.63488,-0.3000031,34.03578,10
Florida,mechanical engineers,20.46205,-0.3000031,20.82343,10
Florida,mining and geological engineers including mining safety engineers,2.359232,-0.3000031,2.666307,9
Florida,nuclear engineers,6.549119,-0.3000031,6.868762,10
Florida,engineers all other,28.3119,-0.3000031,28.69683,10
Florida,architectural and civil drafters,19.95074,-0.3000031,20.31059,10
Florida,electrical and electronics drafters,15.66463,-0.3000031,16.01163,10
Florida,mechanical drafters,22.69212,-0.3000031,23.06019,10
Florida,drafters all other,23.90847,-0.3000031,24.28019,10
Florida,aerospace engineering and operations technicians,24.13793,-0.3000031,24.51034,10
Florida,civil engineering technicians,17.27898,-0.3000031,17.63082,10
Florida,electrical and electronic engineering technicians,2.585866,0,2.585866,3
Florida,electro-mechanical technicians,3.819731,-0.3000031,4.131189,10
Florida,environmental engineering technicians,24.24699,-0.3000031,24.61973,10
Florida,industrial engineering technicians,6.198746,-0.3000031,6.517342,10
Florida,mechanical engineering technicians,11.40553,-0.3000031,11.73975,10
Florida,engineering technicians except drafters all other,14.1691,-0.3000031,14.5116,10
Florida,surveying and mapping technicians,16.21271,-0.3000031,16.56135,10
Florida,life physical and social science occupations,10.95609,-0.3000031,11.28896,10
Florida,animal scientists,-26.5402,-0.3000031,-26.31982,10
Florida,food scientists and technologists,26.80578,-0.3000031,27.18619,10
Florida,biochemists and biophysicists,14.02878,-0.3000031,14.37086,10
Florida,microbiologists,12.97088,-0.3000031,13.3098,10
Florida,zoologists and wildlife biologists,0.9136212,-0.3000031,1.216364,10
Florida,biological scientists all other,53.94461,-0.3000031,54.40644,10
Florida,conservation scientists,15.73399,-0.3000031,16.08119,8
Florida,foresters,-1.871241,-0.3000031,-1.576858,10
Florida,medical scientists except epidemiologists,2.405388,-0.3000031,2.712601,10
Florida,life scientists all other,11.031,-0.3000031,11.3641,7
Florida,physicists,5.434891,-0.3000031,5.7512,10
Florida,atmospheric and space scientists,33.19466,-0.3000031,33.59424,10
Florida,chemists,17.19566,-0.3000031,17.54725,10
Florida,materials scientists,45.35379,-0.3000031,45.78985,10
Florida,environmental scientists and specialists including health,0.6931702,-0.3000031,0.9952536,10
Florida,geoscientists except hydrologists and geographers,52.02525,-0.3000031,52.48133,10
Florida,hydrologists,20.38069,-0.3000031,20.74183,10
Florida,physical scientists all other,9.024179,-0.3000031,9.351253,10
Florida,economists,7.669097,-0.3000031,7.992107,10
Florida,market research analysts,2.963541,0,2.963541,3
Florida,survey researchers,2.267072,-0.3000031,2.57387,10
Florida,clinical counseling and school psychologists,15.19135,-0.3000031,15.53692,10
Florida,psychologists all other,33.6537,-0.3000031,34.05466,10
Florida,sociologists,25.62848,-0.3000031,26.00537,10
Florida,urban and regional planners,17.72041,-0.3000031,18.07358,10
Florida,anthropologists and archeologists,27.76371,-0.3000031,28.147,10
Florida,geographers,-20.94265,-0.8000031,-20.31019,4
Florida,historians,-4.870485,-0.3000031,-4.585098,9
Florida,social scientists and related workers all other,2.97885,-0.3000031,3.28779,10
Florida,agricultural and food science technicians,9.487021,-0.3000031,9.815479,10
Florida,biological technicians,16.66148,-0.3000031,17.01146,10
Florida,chemical technicians,12.30857,-0.3000031,12.64549,10
Florida,geological and petroleum technicians,28.67178,-0.3000031,29.05779,9
Florida,nuclear technicians,14.01587,-0.5999985,14.69996,5
Florida,social science research assistants,-12.99094,-0.3000031,-12.72991,10
Florida,environmental science and protection technicians including health,6.193439,-0.3000031,6.512015,10
Florida,forensic science technicians,10.83865,-0.3000031,11.17117,10
Florida,forest and conservation technicians,5.723906,-0.3000031,6.04108,10
Florida,life physical and social science technicians all other,8.540104,-0.3000031,8.865723,10
Florida,community and social services occupations,4.043808,0,4.043808,3
Florida,substance abuse and behavioral disorder counselors,21.81255,-0.3000031,22.17799,10
Florida,educational vocational and school counselors,0.9422851,0,0.9422851,3
Florida,marriage and family therapists,-3.036876,-0.3000031,-2.745984,10
Florida,mental health counselors,19.68219,-0.3000031,20.04123,10
Florida,rehabilitation counselors,9.144269,-0.3000031,9.471697,10
Florida,counselors all other,23.84757,-0.3000031,24.21911,10
Florida,child family and school social workers,8.786848,-0.3000031,9.113211,10
Florida,medical and public health social workers,5.067809,0,5.067809,3
Florida,mental health and substance abuse social workers,18.1736,-0.3000031,18.52812,10
Florida,social workers all other,101.1898,-0.3000031,101.7934,10
Florida,health educators,1.873385,-0.3000031,2.179004,10
Florida,probation officers and correctional treatment specialists,1.261745,-0.3000031,1.565531,9
Florida,social and human service assistants,7.411386,-0.3000031,7.73362,9
Florida,community and social service specialists all other,17.1024,-0.3000031,17.4537,9
Florida,clergy,23.10936,-0.3000031,23.47869,10
Florida,directors religious activities and education,18.60325,-0.3000031,18.95906,10
Florida,religious workers all other,11.92053,-0.3000031,12.25629,10
Florida,legal occupations,15.34731,-0.3000031,15.69335,10
Florida,lawyers,11.44068,-0.3000031,11.775,10
Florida,arbitrators mediators and conciliators,23.76543,-0.3000031,24.13673,10
Florida,paralegals and legal assistants,9.556557,-0.3000031,9.88523,10
Florida,court reporters,9.693103,-0.3000031,10.02218,10
Florida,law clerks,-15.71038,0,-15.71038,3
Florida,title examiners abstractors and searchers,15.51357,-0.3000031,15.86011,10
Florida,legal support workers all other,2.334025,-0.3000031,2.641024,10
Florida,education training and library occupations,5.237316,-0.3000031,5.553031,10
Florida,business teachers postsecondary,16.93437,-0.3000031,17.28517,10
Florida,computer science teachers postsecondary,9.654425,-0.3000031,9.98339,10
Florida,mathematical science teachers postsecondary,25.85584,-0.3000031,26.2334,10
Florida,architecture teachers postsecondary,28.89075,-0.3000031,29.27743,9
Florida,engineering teachers postsecondary,49.38575,-0.3000031,49.83391,10
Florida,agricultural sciences teachers postsecondary,26.5698,-0.3000031,26.94951,10
Florida,biological science teachers postsecondary,25.22482,-0.3000031,25.60049,10
Florida,forestry and conservation science teachers postsecondary,43.49663,-0.3000031,43.92712,10
Florida,atmospheric earth marine and space sciences teachers postsecondary,20.08795,-0.5999985,20.80848,8
Florida,chemistry teachers postsecondary,33.87517,-0.3000031,34.27679,10
Florida,environmental science teachers postsecondary,32.60536,-0.3000031,33.00317,10
Florida,physics teachers postsecondary,37.55138,-0.3000031,37.96404,10
Florida,anthropology and archeology teachers postsecondary,35.56244,-0.3000031,35.96914,10
Florida,area ethnic and cultural studies teachers postsecondary,58.73475,-0.3000031,59.21095,10
Florida,economics teachers postsecondary,29.49537,-0.3000031,29.88386,10
Florida,geography teachers postsecondary,58.58834,-0.3000031,59.06411,10
Florida,political science teachers postsecondary,52.59498,-0.3000031,53.05276,10
Florida,psychology teachers postsecondary,30.16608,-0.3000031,30.55658,10
Florida,sociology teachers postsecondary,55.22621,-0.3000031,55.69188,10
Florida,social sciences teachers postsecondary all other,14.53161,-0.3000031,14.87521,10
Florida,health specialties teachers postsecondary,29.74639,-0.3000031,30.13563,10
Florida,nursing instructors and teachers postsecondary,20.75225,-0.3000031,21.11451,10
Florida,education teachers postsecondary,33.41359,-0.3000031,33.81383,10
Florida,library science teachers postsecondary,63.13874,-0.3000031,63.62816,10
Florida,criminal justice and law enforcement teachers postsecondary,28.48629,-0.3000031,28.87175,10
Florida,law teachers postsecondary,13.39341,-0.3000031,13.73358,10
Florida,social work teachers postsecondary,40.50371,-0.3000031,40.92522,10
Florida,art drama and music teachers postsecondary,43.33146,-0.3000031,43.76144,10
Florida,communications teachers postsecondary,47.02908,-0.3000031,47.47016,10
Florida,english language and literature teachers postsecondary,37.284,-0.3000031,37.69586,10
Florida,foreign language and literature teachers postsecondary,43.83778,-0.3000031,44.26929,10
Florida,history teachers postsecondary,43.59837,-0.3000031,44.02917,10
Florida,philosophy and religion teachers postsecondary,31.10711,-0.3000031,31.50044,10
Florida,graduate teaching assistants,-49.22049,-0.5,-48.96659,8
Florida,recreation and fitness studies teachers postsecondary,19.90215,-0.3000031,20.26185,10
Florida,vocational education teachers postsecondary,14.82161,-0.3000031,15.16608,10
Florida,postsecondary teachers all other,10.38012,-0.3000031,10.71126,10
Florida,preschool teachers except special education,13.2964,-0.3000031,13.63628,10
Florida,kindergarten teachers except special education,-2.591884,-0.3000031,-2.299659,10
Florida,elementary school teachers except special education,-1.756614,-0.3000031,-1.46188,10
Florida,middle school teachers except special and vocational education,-1.752556,0,-1.752556,3
Florida,vocational education teachers middle school,-3.183073,0,-3.183073,3
Florida,secondary school teachers except special and vocational education,0.2018164,0,0.2018164,3
Florida,vocational education teachers secondary school,3.524229,0,3.524229,3
Florida,special education teachers preschool kindergarten and elementary school,-1.590497,-0.8000031,-0.8032231,5
Florida,special education teachers middle school,1.009893,-0.3000031,1.312925,10
Florida,special education teachers secondary school,-1.802171,-0.3000031,-1.507574,10
Florida,adult literacy remedial education and ged teachers and instructors,9.595629,0,9.595629,3
Florida,self-enrichment education teachers,-5.617302,-0.3000031,-5.334155,10
Florida,teachers and instructors all other,11.26928,-0.8000031,12.15943,5
Florida,archivists,43.22636,-0.3000031,43.65603,10
Florida,curators,11.80406,-0.3000031,12.13947,10
Florida,museum technicians and conservators,14.54706,-0.3000031,14.89071,10
Florida,librarians,6.909863,-0.3000031,7.230596,10
Florida,library technicians,18.47446,-0.3000031,18.82987,10
Florida,audio-visual collections specialists,1.910137,0,1.910137,3
Florida,farm and home management advisors,12.63383,-0.3000031,12.97173,10
Florida,instructional coordinators,10.58201,-0.3000031,10.91376,10
Florida,teacher assistants,8.263306,-0.3000031,8.588097,10
Florida,education training and library workers all other,32.3447,-0.3000031,32.74174,10
Florida,arts design entertainment sports and media occupations,14.35344,-0.3000031,14.6965,10
Florida,art directors,41.05148,-0.3000031,41.47463,10
Florida,craft artists,16.99399,-0.3000031,17.34497,10
Florida,fine artists including painters sculptors and illustrators,-1.723251,-0.3000031,-1.428424,10
Florida,multi-media artists and animators,17.47461,0,17.47461,3
Florida,artists and related workers all other,14.29683,-0.3000031,14.63972,10
Florida,commercial and industrial designers,21.23998,-0.3000031,21.60369,10
Florida,fashion designers,11.29447,-0.3000031,11.62835,10
Florida,floral designers,4.815276,-0.3000031,5.129722,10
Florida,graphic designers,18.2843,-0.3000031,18.63915,10
Florida,interior designers,7.135827,-0.3000031,7.457237,10
Florida,merchandise displayers and window trimmers,13.8854,-0.3000031,14.22706,10
Florida,set and exhibit designers,1.381739,-0.5,1.888652,9
Florida,designers all other,29.11173,-0.3000031,29.49906,10
Florida,producers and directors,26.48126,-0.3000031,26.8607,10
Florida,athletes and sports competitors,64.00275,-0.3000031,64.49476,10
Florida,coaches and scouts,23.8965,-0.3000031,24.26819,10
Florida,umpires referees and other sports officials,18.45649,-0.3000031,18.81186,10
Florida,choreographers,-13.74842,-0.3000031,-13.48967,10
Florida,music directors and composers,28.42466,-0.3000031,28.80993,10
Florida,radio and television announcers,-3.217822,-0.3000031,-2.927477,10
Florida,public address system and other announcers,9.585703,-0.3000031,9.914457,10
Florida,broadcast news analysts,21.05067,-0.5,21.65592,8
Florida,reporters and correspondents,1.398786,-0.3000031,1.702987,10
Florida,public relations specialists,13.10388,-0.3000031,13.44319,10
Florida,editors,24.25365,-0.3000031,24.62641,10
Florida,technical writers,5.070856,-0.3000031,5.38607,10
Florida,writers and authors,11.50404,-0.3000031,11.83855,10
Florida,interpreters and translators,2.09485,-0.3000031,2.401133,10
Florida,media and communication workers all other,5.648769,-0.3000031,5.965715,10
Florida,audio and video equipment technicians,9.312106,-0.3000031,9.640048,10
Florida,broadcast technicians,-4.538259,-0.3000031,-4.251876,10
Florida,sound engineering technicians,5.961654,-0.3000031,6.279537,10
Florida,photographers,39.19085,-0.3000031,39.60842,10
Florida,camera operators television video and motion picture,36.7347,-0.3000031,37.1449,10
Florida,film and video editors,17.20788,-0.3000031,17.55951,10
Florida,media and communication equipment workers all other,56.92368,-0.3000031,57.39446,10
Florida,healthcare practitioners and technical occupations,14.84632,-0.3000031,15.19086,9
Florida,chiropractors,7.701503,-0.3000031,8.024609,10
Florida,dentists general,-2.912076,-0.3000031,-2.620814,10
Florida,dentists all other specialists,26.59858,-0.5999985,27.35817,8
Florida,dietitians and nutritionists,17.60652,-0.3000031,17.95934,10
Florida,optometrists,-4.379163,-0.3000031,-4.092301,10
Florida,pharmacists,20.63396,-0.3000031,20.99587,10
Florida,psychiatrists,26.95994,-0.3000031,27.34082,9
Florida,physician assistants,22.29496,-0.3000031,22.66185,10
Florida,podiatrists,6.797335,-0.3000031,7.117725,10
Florida,registered nurses,9.919383,-0.3000031,10.24914,10
Florida,audiologists,15.01349,-0.3000031,15.35852,10
Florida,occupational therapists,21.70987,-0.3000031,22.075,10
Florida,physical therapists,19.97755,-0.3000031,20.33749,10
Florida,radiation therapists,19.32773,-0.3000031,19.68571,10
Florida,recreational therapists,36.7651,-0.3000031,37.17539,10
Florida,respiratory therapists,20.90615,-0.3000031,21.26887,10
Florida,speech-language pathologists,24.11746,-0.3000031,24.48981,10
Florida,therapists all other,11.7449,-0.3000031,12.08014,10
Florida,veterinarians,26.86427,-0.3000031,27.24487,9
Florida,health diagnosing and treating practitioners all other,2.829744,-0.3000031,3.138227,10
Florida,medical and clinical laboratory technologists,20.46278,-0.3000031,20.82416,10
Florida,medical and clinical laboratory technicians,2.611724,-0.3000031,2.919554,10
Florida,dental hygienists,12.30956,-0.3000031,12.64648,10
Florida,cardiovascular technologists and technicians,57.79221,-0.3000031,58.26558,10
Florida,diagnostic medical sonographers,11.84971,-0.3000031,12.18526,10
Florida,nuclear medicine technologists,12.29651,-0.3000031,12.63339,10
Florida,radiologic technologists and technicians,7.340578,-0.8000031,8.199305,5
Florida,emergency medical technicians and paramedics,3.085362,-0.3000031,3.394621,10
Florida,dietetic technicians,-0.3880481,-0.3000031,-0.08921317,10
Florida,pharmacy technicians,16.69249,-0.3000031,17.04257,10
Florida,psychiatric technicians,14.4,-0.3000031,14.7432,10
Florida,respiratory therapy technicians,20.71892,-0.3000031,21.08107,10
Florida,surgical technologists,19.71712,-0.3000031,20.07627,10
Florida,veterinary technologists and technicians,28.50622,-0.3000031,28.89174,10
Florida,licensed practical and licensed vocational nurses,11.48013,-0.3000031,11.81457,10
Florida,medical records and health information technicians,31.99578,-0.3000031,32.39176,10
Florida,opticians dispensing,-1.741227,-0.3000031,-1.446453,10
Florida,orthotists and prosthetists,-17.55805,-0.3000031,-17.31072,10
Florida,health technologists and technicians all other,6.37854,-0.3000031,6.697676,10
Florida,occupational health and safety specialists,15.21436,-0.3000031,15.56,10
Florida,occupational health and safety technicians,-0.8733624,-0.3000031,-0.5759871,10
Florida,athletic trainers,19.21339,-0.3000031,19.57103,10
Florida,healthcare practitioners and technical workers all other,20.67786,-0.3000031,21.03989,10
Florida,healthcare support occupations,16.09589,-0.3000031,16.44418,10
Florida,home health aides,13.65239,-0.3000031,13.99335,10
Florida,nursing aides orderlies and attendants,3.00885,-0.8000031,3.832922,5
Florida,psychiatric aides,-0.2145002,-0.3000031,0.08485327,9
Florida,occupational therapist assistants,7.402621,0,7.402621,3
Florida,occupational therapist aides,-1.086957,0,-1.086957,3
Florida,physical therapist assistants,24.20395,-0.3000031,24.57656,10
Florida,physical therapist aides,11.73875,-0.3000031,12.07397,10
Florida,massage therapists,19.1496,-0.3000031,19.50705,10
Florida,dental assistants,16.42266,-0.3000031,16.77192,10
Florida,medical assistants,15.4051,-0.3000031,15.75131,10
Florida,medical equipment preparers,24.26314,-0.3000031,24.63592,10
Florida,medical transcriptionists,14.42987,-0.3000031,14.77315,10
Florida,pharmacy aides,30.104,-0.3000031,30.49431,10
Florida,veterinary assistants and laboratory animal caretakers,20.88025,-0.3000031,21.24288,10
Florida,healthcare support workers all other,28.07018,-0.3000031,28.45439,10
Florida,protective service occupations,7.572453,-0.3000031,7.895165,10
Florida,first-line supervisors/managers of correctional officers,2.089269,0,2.089269,2
Florida,first-line supervisors/managers of police and detectives,-8.4826,0,-8.4826,3
Florida,first-line supervisors/managers of fire fighting and prevention workers,5.590062,0,5.590062,3
Florida,first-line supervisors/managers protective service workers all other,7.485979,0,7.485979,3
Florida,fire fighters,6.756757,0,6.756757,3
Florida,fire inspectors and investigators,18.67003,-0.3000031,19.02604,10
Florida,bailiffs,5.931198,-0.3000031,6.24899,10
Florida,correctional officers and jailers,3.530378,-0.3000031,3.840964,9
Florida,detectives and criminal investigators,12.16737,-0.3000031,12.50387,10
Florida,fish and game wardens,-2.242152,-0.9000015,-1.362334,6
Florida,parking enforcement workers,38.00136,-0.3000031,38.41537,10
Florida,police and sheriff's patrol officers,13.92827,-0.3000031,14.27006,10
Florida,transit and railroad police,10.47414,-0.9000015,11.4684,6
Florida,animal control workers,14.89007,-0.3000031,15.23474,10
Florida,private detectives and investigators,28.00887,-0.3000031,28.3929,10
Florida,gaming surveillance officers and gaming investigators,33.99226,-0.3000031,34.39424,10
Florida,security guards,7.945736,-0.3000031,8.269573,10
Florida,crossing guards,16.8004,-0.3000031,17.1508,10
Florida,lifeguards ski patrol and other recreational protective service workers,11.76179,-0.3000031,12.09707,10
Florida,protective service workers all other,10.25097,-0.3000031,10.58173,8
Florida,food preparation and serving related occupations,15.35411,-0.3000031,15.70017,10
Florida,chefs and head cooks,26.11297,-0.3000031,26.49131,10
Florida,first-line supervisors/managers of food preparation and serving workers,4.924984,0,4.924984,3
Florida,cooks fast food,23.50374,-0.3000031,23.87425,10
Florida,cooks institution and cafeteria,11.81619,-0.3000031,12.15164,10
Florida,cooks restaurant,13.93147,-0.3000031,14.27327,10
Florida,cooks short order,24.8913,-0.3000031,25.26598,10
Florida,cooks all other,6.475129,-0.3000031,6.794555,10
Florida,food preparation workers,18.61731,-0.3000031,18.97316,10
Florida,bartenders,20.32475,-0.3000031,20.68573,10
Florida,combined food preparation and serving workers including fast food,22.88846,-0.3000031,23.25712,10
Florida,counter attendants cafeteria food concession and coffee shop,17.03297,-0.3000031,17.38406,10
Florida,waiters and waitresses,11.54696,-0.3000031,11.8816,10
Florida,food servers nonrestaurant,9.433962,-0.3000031,9.762265,10
Florida,dining room and cafeteria attendants and bartender helpers,24.4186,-0.3000031,24.79186,10
Florida,dishwashers,23.17302,-0.3000031,23.54254,10
Florida,hosts and hostesses restaurant lounge and coffee shop,18.31742,-0.3000031,18.67238,10
Florida,food preparation and serving related workers all other,-5.444251,-0.3000031,-5.16058,10
Florida,building and grounds cleaning and maintenance occupations,14.34364,-0.3000031,14.68667,10
Florida,first-line supervisors/managers of housekeeping and janitorial workers,6.485085,0,6.485085,3
Florida,first-line supervisors/managers of landscaping lawn service and groundskeeping workers,5.023304,0,5.023304,3
Florida,janitors and cleaners except maids and housekeeping cleaners,10.80519,-0.3000031,11.13761,10
Florida,maids and housekeeping cleaners,18.68946,-0.3000031,19.04553,10
Florida,building cleaning workers all other,-0.929512,-0.3000031,-0.6322997,10
Florida,pest control workers,4.017064,-0.3000031,4.329113,10
Florida,landscaping and groundskeeping workers,14.14093,-0.3000031,14.48335,10
Florida,pesticide handlers sprayers and applicators vegetation,15.48434,-0.3000031,15.83079,10
Florida,tree trimmers and pruners,-8.879136,-0.3000031,-8.605771,10
Florida,grounds maintenance workers all other,21.22929,-0.3000031,21.59298,10
Florida,personal care and service occupations,14.32265,-0.3000031,14.66562,10
Florida,gaming supervisors,3.65125,-0.3000031,3.962203,10
Florida,slot key persons,-0.3175723,0,-0.3175723,3
Florida,first-line supervisors/managers of personal service workers,-2.58908,0,-2.58908,3
Florida,animal trainers,10.12855,-0.3000031,10.45894,10
Florida,nonfarm animal caretakers,8.981435,-0.3000031,9.30838,10
Florida,gaming dealers,22.53703,-0.3000031,22.90463,10
Florida,gaming and sports book writers and runners,15.75514,-0.3000031,16.10241,10
Florida,gaming service workers all other,5.527888,-0.3000031,5.844474,10
Florida,motion picture projectionists,21.07323,-0.3000031,21.43645,10
Florida,ushers lobby attendants and ticket takers,19.24051,-0.3000031,19.59822,10
Florida,amusement and recreation attendants,25.62657,-0.3000031,26.00345,10
Florida,costume attendants,83.11005,-0.3000031,83.65937,10
Florida,locker room coatroom and dressing room attendants,22.08057,-0.3000031,22.44681,10
Florida,entertainment attendants and related workers all other,31.95931,-0.3000031,32.35519,8
Florida,embalmers,12.60352,-0.3000031,12.94133,10
Florida,funeral attendants,34.57792,-0.3000031,34.98165,10
Florida,barbers,0.4278075,-0.3000031,0.7290901,10
Florida,hairdressers hairstylists and cosmetologists,5.395843,-0.3000031,5.712031,10
Florida,makeup artists theatrical and performance,-31.57726,-0.3000031,-31.37199,8
Florida,manicurists and pedicurists,11.81898,-0.3000031,12.15444,10
Florida,shampooers,25.04389,-0.3000031,25.41901,10
Florida,skin care specialists,-10.82049,0,-10.82049,3
Florida,baggage porters and bellhops,27.71084,-0.3000031,28.09398,10
Florida,concierges,14.73297,-0.3000031,15.07716,10
Florida,tour guides and escorts,11.47691,-0.3000031,11.81134,10
Florida,travel guides,-22.84048,-0.3000031,-22.60899,10
