STATE,OCC_TITLE,median_delta,cpi_delta,adj_delta,num_years
Alabama,all occupations,17.75495,-3.670749,21.28439,10
Alabama,management occupations,30.08141,-3.670749,33.9803,10
Alabama,chief executives,38.8007,-3.670749,42.96095,7
Alabama,general and operations managers,36.17499,-3.670749,40.25654,10
Alabama,legislators,34.78577,-3.670749,38.82566,10
Alabama,advertising and promotions managers,46.84562,-3.448274,50.98023,9
Alabama,marketing managers,38.38454,-3.670749,42.53231,10
Alabama,sales managers,27.01791,-3.670749,30.82499,10
Alabama,public relations managers,9.947563,-2.669635,12.34423,3
Alabama,administrative services managers,37.83826,-3.670749,41.96965,10
Alabama,computer and information systems managers,18.52009,-3.670749,22.07247,10
Alabama,financial managers,39.21354,-3.670749,43.38615,10
Alabama,compensation and benefits managers,53.1481,-3.670749,57.73836,10
Alabama,training and development managers,58.53217,-3.670749,63.28381,10
Alabama,human resources managers all other,5.930088,-2.669635,8.239188,3
Alabama,industrial production managers,30.5163,-3.670749,34.42824,10
Alabama,purchasing managers,29.79871,-3.670749,33.68913,10
Alabama,transportation storage and distribution managers,26.54304,-3.670749,30.33587,10
Alabama,construction managers,32.87583,-3.670749,36.85848,10
Alabama,education administrators preschool and child care center/program,2.564802,-2.669635,4.800551,3
Alabama,education administrators elementary and secondary school,13.12328,-3.670749,16.5139,10
Alabama,education administrators postsecondary,11.14213,-3.670749,14.47337,10
Alabama,education administrators all other,38.75319,-3.670749,42.91201,10
Alabama,engineering managers,11.85329,-2.669635,14.29151,3
Alabama,food service managers,51.86023,-3.670749,56.41189,10
Alabama,funeral directors,4.314248,-2.669635,6.588126,3
Alabama,lodging managers,21.8835,-3.670749,25.53669,10
Alabama,medical and health services managers,23.18478,-3.670749,26.87697,10
Alabama,natural sciences managers,7.001795,-3.670749,10.20894,10
Alabama,postmasters and mail superintendents,24.02761,-3.670749,27.74506,10
Alabama,property real estate and community association managers,28.5904,-3.670749,32.44461,10
Alabama,social and community service managers,38.90405,-3.670749,43.06739,10
Alabama,managers all other,18.07287,-3.670749,21.61184,10
Alabama,business and financial operations occupations,20.24353,-3.670749,23.84756,10
Alabama,agents and business managers of artists performers and athletes,25.89969,-3.003342,28.98715,7
Alabama,purchasing agents and buyers farm products,-6.04357,-2.669635,-3.995476,3
Alabama,wholesale and retail buyers except farm products,31.53474,-3.670749,35.47721,10
Alabama,purchasing agents except wholesale retail and farm products,18.87519,-3.670749,22.4382,10
Alabama,claims adjusters examiners and investigators,11.44106,-3.670749,14.78126,10
Alabama,insurance appraisers auto damage,51.16179,-3.670749,55.69253,10
Alabama,compliance officers except agriculture construction health and safety and transportation,7.893048,-2.669635,10.24494,3
Alabama,cost estimators,22.47191,-3.670749,26.14274,10
Alabama,emergency management specialists,4.540024,-2.669635,6.818822,3
Alabama,employment recruitment and placement specialists,3.828769,-2.669635,6.092068,3
Alabama,compensation benefits and job analysis specialists,28.40535,-3.670749,32.25401,10
Alabama,training and development specialists,29.14597,-3.670749,33.01683,10
Alabama,human resources training and labor relations specialists all other,3.986378,-2.447169,6.064213,5
Alabama,logisticians,20.21611,-3.670749,23.81932,10
Alabama,management analysts,17.59368,-3.670749,21.11829,10
Alabama,meeting and convention planners,-2.410618,-2.669635,-0.2833332,3
Alabama,business operations specialists all other,25.13812,-3.670749,28.88886,10
Alabama,accountants and auditors,23.5576,-3.670749,27.26095,10
Alabama,appraisers and assessors of real estate,1.977778,-3.670749,5.034336,7
Alabama,budget analysts,24.86424,-3.670749,28.60676,10
Alabama,credit analysts,24.61993,-3.670749,28.35513,10
Alabama,financial analysts,27.88629,-3.670749,31.71939,10
Alabama,personal financial advisors,14.05878,-3.670749,17.47743,10
Alabama,insurance underwriters,21.88909,-3.670749,25.54244,10
Alabama,financial examiners,45.79619,-3.670749,50.1661,9
Alabama,loan counselors,-9.589041,-2.669635,-7.618228,3
Alabama,loan officers,-1.849913,-3.670749,1.091915,10
Alabama,tax examiners collectors and revenue agents,13.90184,-2.669635,16.38471,3
Alabama,tax preparers,27.54919,-3.670749,31.3722,10
Alabama,financial specialists all other,30.34445,-3.670749,34.25123,10
Alabama,computer and mathematical occupations,19.68666,-3.670749,23.27401,8
Alabama,computer and information scientists research,6.133928,-2.669635,8.447477,3
Alabama,computer programmers,30.55466,-3.670749,34.46774,10
Alabama,software developers applications,21.97194,-3.670749,25.62778,10
Alabama,software developers systems software,15.68913,-3.670749,19.15665,10
Alabama,computer support specialists,15.84322,-2.447169,18.15798,5
Alabama,computer systems analysts,16.056,-3.670749,19.53452,10
Alabama,database administrators,38.25098,-3.670749,42.39474,10
Alabama,network and computer systems administrators,17.28225,-3.670749,20.79752,10
Alabama,network systems and data communications analysts,-6.333853,-2.669635,-4.292087,3
Alabama,computer specialists all other,10.76709,-2.669635,13.18162,3
Alabama,actuaries,47.49314,-3.670749,51.91392,10
Alabama,mathematicians,-29.38835,-2.447169,-27.9774,5
Alabama,operations research analysts,24.77728,-3.670749,28.51719,10
Alabama,statisticians,11.47784,-3.670749,14.81914,10
Alabama,architecture and engineering occupations,25.9128,-3.670749,29.68676,10
Alabama,architects except landscape and naval,13.8684,-3.670749,17.28135,10
Alabama,landscape architects,-15.67237,-3.670749,-13.14484,10
Alabama,cartographers and photogrammetrists,33.8983,-3.670749,37.91161,10
Alabama,surveyors,30.9245,-3.670749,34.84866,10
Alabama,aerospace engineers,19.83594,-3.670749,23.42776,10
Alabama,biomedical engineers,24.71627,-3.448274,28.22781,8
Alabama,chemical engineers,27.66035,-3.670749,31.48668,10
Alabama,civil engineers,7.01728,-3.670749,10.22488,10
Alabama,computer hardware engineers,41.65818,-3.670749,45.90406,10
Alabama,electrical engineers,20.35874,-3.670749,23.96623,10
Alabama,electronics engineers except computer,20.98042,-3.670749,24.60652,10
Alabama,environmental engineers,14.23694,-3.670749,17.66093,8
Alabama,health and safety engineers except mining safety engineers and inspectors,47.28801,-3.670749,51.70263,10
Alabama,industrial engineers,19.98193,-3.670749,23.57812,10
Alabama,marine engineers and naval architects,-24.36364,-3.003342,-22.50879,8
Alabama,materials engineers,31.17292,-3.670749,35.10454,10
Alabama,mechanical engineers,15.84752,-3.670749,19.31978,10
Alabama,mining and geological engineers including mining safety engineers,-0.1220703,-3.670749,2.871547,10
Alabama,petroleum engineers,58.11538,-3.670749,62.85454,8
Alabama,engineers all other,15.43388,-3.670749,18.89375,10
Alabama,architectural and civil drafters,21.27345,-3.670749,24.90835,10
Alabama,electrical and electronics drafters,10.84489,-3.670749,14.16722,10
Alabama,mechanical drafters,31.01761,-3.670749,34.94457,10
Alabama,drafters all other,-6.479384,-3.670749,-3.676316,10
Alabama,aerospace engineering and operations technicians,16.06317,-3.670749,19.54191,10
Alabama,civil engineering technicians,0.5882353,-3.670749,3.603144,10
Alabama,electrical and electronic engineering technicians,-7.16619,-2.669635,-5.142566,3
Alabama,electro-mechanical technicians,-3.049002,-3.670749,-0.1431141,10
Alabama,environmental engineering technicians,42.29961,-3.670749,46.56473,10
Alabama,industrial engineering technicians,26.24701,-3.670749,30.03098,10
Alabama,mechanical engineering technicians,30.19465,-3.670749,34.09694,10
Alabama,engineering technicians except drafters all other,5.416667,-3.670749,8.576286,10
Alabama,surveying and mapping technicians,38.02254,-3.670749,42.15945,10
Alabama,life physical and social science occupations,20.99659,-3.670749,24.62319,10
Alabama,food scientists and technologists,18.56575,-2.558402,21.04261,2
Alabama,soil and plant scientists,-0.8261785,-3.670749,2.146334,10
Alabama,microbiologists,-2.578096,-3.670749,0.3419054,9
Alabama,biological scientists all other,10.00983,-3.670749,13.30713,9
Alabama,conservation scientists,30.48759,-3.670749,34.39866,10
Alabama,foresters,0.6569343,-3.448274,3.491054,9
Alabama,life scientists all other,104.0928,-3.670749,110.21,8
Alabama,physicists,12.84538,-3.670749,16.22767,10
Alabama,chemists,39.84101,-3.670749,44.03242,10
Alabama,environmental scientists and specialists including health,2.313433,-3.670749,5.380043,10
Alabama,geoscientists except hydrologists and geographers,27.38209,-3.670749,31.20008,10
Alabama,physical scientists all other,15.69497,-3.670749,19.16266,5
Alabama,market research analysts,16.77432,-2.669635,19.31981,3
Alabama,survey researchers,-1.921025,-2.002228,-0.3175513,6
Alabama,clinical counseling and school psychologists,14.14161,-3.670749,17.56275,10
Alabama,psychologists all other,11.74548,-3.670749,15.0948,10
Alabama,urban and regional planners,3.556873,-3.670749,6.660759,10
Alabama,historians,2.767662,-3.670749,5.84789,9
Alabama,social scientists and related workers all other,11.78691,-3.670749,15.13747,9
Alabama,agricultural and food science technicians,32.88824,-3.670749,36.87127,10
Alabama,biological technicians,6.971295,-3.670749,10.17752,9
Alabama,chemical technicians,21.45015,-3.670749,25.09035,10
Alabama,geological and petroleum technicians,12.89496,-3.670749,16.27874,10
Alabama,social science research assistants,0,0,0,1
Alabama,environmental science and protection technicians including health,28.62249,-3.670749,32.47766,10
Alabama,forensic science technicians,13.57212,-3.670749,16.97619,10
Alabama,forest and conservation technicians,17.64547,-3.670749,21.17163,10
Alabama,life physical and social science technicians all other,15.42611,-3.670749,18.88575,10
Alabama,community and social services occupations,6.230791,-2.669635,8.546451,3
Alabama,substance abuse and behavioral disorder counselors,29.36815,-3.670749,33.24568,10
Alabama,educational vocational and school counselors,9.671993,-2.669635,12.06267,3
Alabama,marriage and family therapists,9.983127,-3.670749,13.27962,10
Alabama,mental health counselors,16.62864,-3.670749,20.12433,10
Alabama,rehabilitation counselors,-4.677188,-3.670749,-1.820104,10
Alabama,counselors all other,-7.19475,-3.670749,-4.413129,10
Alabama,child family and school social workers,8.240977,-3.670749,11.48525,10
Alabama,medical and public health social workers,6.649215,-2.669635,8.973995,3
Alabama,mental health and substance abuse social workers,10.86957,-3.670749,14.19263,10
Alabama,social workers all other,76.43195,-3.670749,81.72011,10
Alabama,health educators,14.09054,-3.670749,17.51015,9
Alabama,probation officers and correctional treatment specialists,12.45206,-3.670749,15.82256,10
Alabama,social and human service assistants,1.855288,-3.670749,4.908176,10
Alabama,community and social service specialists all other,8.725342,-3.670749,11.98414,10
Alabama,clergy,10.3181,-3.670749,13.62463,10
Alabama,legal occupations,0.2530044,-3.670749,3.257862,10
Alabama,lawyers,9.295562,-3.670749,12.57144,10
Alabama,administrative law judges adjudicators and hearing officers,-3.066075,-3.670749,-0.1606932,9
Alabama,arbitrators mediators and conciliators,83.93531,-3.670749,89.44834,10
Alabama,judges magistrate judges and magistrates,6.737589,-3.670749,9.936809,10
Alabama,paralegals and legal assistants,9.655002,-3.670749,12.94167,10
Alabama,court reporters,39.12455,-3.670749,43.29449,10
Alabama,law clerks,4.390709,-2.669635,6.666257,3
Alabama,title examiners abstractors and searchers,-2.017619,-3.670749,0.9191801,10
Alabama,legal support workers all other,10.31674,-3.670749,13.62324,10
Alabama,education training and library occupations,15.40015,-3.670749,18.85901,10
Alabama,business teachers postsecondary,5.260243,-3.670749,8.415179,10
Alabama,computer science teachers postsecondary,25.02466,-3.670749,28.772,10
Alabama,mathematical science teachers postsecondary,10.46033,-3.670749,13.77113,10
Alabama,architecture teachers postsecondary,59.44746,-3.670749,64.22653,8
Alabama,engineering teachers postsecondary,68.62264,-3.670749,73.67672,10
Alabama,biological science teachers postsecondary,0.47804,-3.670749,3.489652,9
Alabama,forestry and conservation science teachers postsecondary,54.4128,-3.003342,58.19949,5
Alabama,atmospheric earth marine and space sciences teachers postsecondary,28.42176,-3.670749,32.27092,9
Alabama,chemistry teachers postsecondary,39.31241,-3.670749,43.48798,10
Alabama,physics teachers postsecondary,16.12809,-3.670749,19.60877,10
Alabama,economics teachers postsecondary,59.86912,-3.670749,64.66084,10
Alabama,geography teachers postsecondary,38.59938,-3.670749,42.75359,10
Alabama,political science teachers postsecondary,35.89837,-3.670749,39.97161,10
Alabama,psychology teachers postsecondary,13.13219,-3.670749,16.52308,10
Alabama,sociology teachers postsecondary,21.09167,-3.670749,24.72113,10
Alabama,social sciences teachers postsecondary all other,-1.042035,-2.002228,0.5758055,4
Alabama,health specialties teachers postsecondary,19.05705,-3.003342,21.9767,8
Alabama,nursing instructors and teachers postsecondary,13.44188,-3.670749,16.84204,10
Alabama,education teachers postsecondary,38.82399,-3.670749,42.98492,10
Alabama,library science teachers postsecondary,32.32675,-3.670749,36.29295,10
Alabama,criminal justice and law enforcement teachers postsecondary,19.57912,-3.670749,23.16324,10
Alabama,law teachers postsecondary,18.11202,-3.670749,21.65217,8
Alabama,social work teachers postsecondary,21.8051,-3.670749,25.45593,10
Alabama,art drama and music teachers postsecondary,26.46385,-3.670749,30.25432,10
Alabama,communications teachers postsecondary,26.41742,-3.670749,30.2065,10
Alabama,english language and literature teachers postsecondary,23.22782,-3.670749,26.9213,10
Alabama,foreign language and literature teachers postsecondary,32.14286,-3.670749,36.10355,10
Alabama,history teachers postsecondary,23.26348,-3.670749,26.95804,10
Alabama,philosophy and religion teachers postsecondary,17.44477,-3.670749,20.96491,10
Alabama,home economics teachers postsecondary,52.04216,-3.670749,56.59929,10
Alabama,recreation and fitness studies teachers postsecondary,3.22525,-3.670749,6.319191,10
Alabama,vocational education teachers postsecondary,-5.059591,-3.670749,-2.213962,10
Alabama,postsecondary teachers all other,-56.93296,-3.670749,-55.64213,9
Alabama,preschool teachers except special education,16.38362,-3.670749,19.87195,10
Alabama,kindergarten teachers except special education,13.86969,-3.670749,17.28269,10
Alabama,elementary school teachers except special education,18.89235,-3.670749,22.45588,10
Alabama,middle school teachers except special and vocational education,7.263085,-2.669635,9.601242,3
Alabama,vocational education teachers middle school,9.277868,-2.669635,11.65995,3
Alabama,secondary school teachers except special and vocational education,8.029365,-2.669635,10.38423,3
Alabama,vocational education teachers secondary school,10.31165,-2.669635,12.71627,3
Alabama,special education teachers preschool kindergarten and elementary school,18.16702,-2.447169,20.52821,5
Alabama,special education teachers middle school,18.11494,-3.670749,21.65518,10
Alabama,special education teachers secondary school,21.53426,-3.670749,25.17698,10
Alabama,adult literacy remedial education and ged teachers and instructors,13.53906,-2.669635,16.01403,3
Alabama,self-enrichment education teachers,1.853933,-3.670749,4.906771,10
Alabama,teachers and instructors all other,-31.88352,-2.447169,-30.52244,5
Alabama,archivists,7.244125,-3.670749,10.45853,10
Alabama,curators,40.20074,-3.670749,44.40294,10
Alabama,museum technicians and conservators,35.29024,-3.670749,39.34526,10
Alabama,librarians,22.02594,-3.670749,25.68339,10
Alabama,library technicians,22.40461,-3.670749,26.07342,10
Alabama,audio-visual collections specialists,66.19718,-2.669635,69.82001,3
Alabama,farm and home management advisors,35.31755,-3.670749,39.37339,10
Alabama,instructional coordinators,18.43832,-3.670749,21.98824,10
Alabama,teacher assistants,15.85292,-3.670749,19.32536,10
Alabama,education training and library workers all other,-3.781038,-3.670749,-0.8970989,10
Alabama,arts design entertainment sports and media occupations,3.695584,-3.670749,6.803622,10
Alabama,art directors,54.3962,-3.670749,59.02387,10
Alabama,craft artists,52.40317,-3.670749,56.97112,10
Alabama,fine artists including painters sculptors and illustrators,-25.04472,-2.002228,-23.8193,4
Alabama,multi-media artists and animators,-7.054126,-2.669635,-5.028054,3
Alabama,artists and related workers all other,-14.47418,-3.670749,-11.91073,7
Alabama,commercial and industrial designers,80.35343,-3.670749,85.75912,10
Alabama,floral designers,14.69408,-3.670749,18.13178,10
Alabama,graphic designers,10.13053,-3.670749,13.43145,10
Alabama,interior designers,23.17312,-3.670749,26.86496,10
Alabama,merchandise displayers and window trimmers,5.91576,-3.670749,9.090342,10
Alabama,designers all other,-43.56631,-3.670749,-41.87484,7
Alabama,producers and directors,3.896104,-3.670749,7.010152,10
Alabama,coaches and scouts,-33.26929,-3.670749,-31.26919,10
Alabama,choreographers,-44.06047,-2.002228,-43.14593,6
Alabama,radio and television announcers,9.915297,-3.670749,13.20975,10
Alabama,public address system and other announcers,123.242,-3.003342,128.7166,6
Alabama,broadcast news analysts,20.85024,-3.670749,24.47245,10
Alabama,reporters and correspondents,23.78444,-3.670749,27.4946,10
Alabama,public relations specialists,17.12693,-3.670749,20.63755,10
Alabama,editors,18.60806,-3.670749,22.16307,10
Alabama,technical writers,22.23529,-3.670749,25.89903,10
Alabama,writers and authors,7.580645,-3.670749,10.80513,10
Alabama,interpreters and translators,38.53962,-3.670749,42.69204,10
Alabama,media and communication workers all other,30.96206,-2.669635,33.81682,3
Alabama,audio and video equipment technicians,53.30254,-3.670749,57.89744,10
Alabama,broadcast technicians,22.35951,-3.670749,26.02696,10
Alabama,sound engineering technicians,86.8421,-3.670749,92.44228,9
Alabama,photographers,60.9671,-3.670749,65.79172,10
Alabama,camera operators television video and motion picture,42.59448,-3.670749,46.86844,10
Alabama,film and video editors,17.01926,-3.670749,20.52664,10
Alabama,media and communication equipment workers all other,6.035418,-3.670749,9.213587,10
Alabama,healthcare practitioners and technical occupations,14.13694,-3.670749,17.55794,9
Alabama,chiropractors,-39.59323,-3.670749,-37.78267,10
Alabama,dentists general,27.42903,-3.670749,31.24842,7
Alabama,dietitians and nutritionists,17.181,-3.670749,20.69324,10
Alabama,optometrists,35.97694,-3.670749,40.05255,10
Alabama,pharmacists,22.01474,-3.670749,25.67186,10
Alabama,pediatricians general,35.96447,-3.670749,40.0397,9
Alabama,physician assistants,41.93548,-3.670749,46.18968,10
Alabama,podiatrists,-5.611238,-3.670749,-2.782138,10
Alabama,registered nurses,7.080841,-3.670749,10.29035,10
Alabama,audiologists,41.43965,-3.670749,45.67899,10
Alabama,occupational therapists,28.07439,-3.670749,31.91315,10
Alabama,physical therapists,21.51524,-3.670749,25.15738,10
Alabama,radiation therapists,23.1253,-3.670749,26.81571,10
Alabama,recreational therapists,38.38485,-3.670749,42.53263,10
Alabama,respiratory therapists,8.498254,-3.670749,11.75024,10
Alabama,speech-language pathologists,33.53609,-3.670749,37.53854,10
Alabama,therapists all other,16.69963,-3.670749,20.19743,6
Alabama,veterinarians,11.04609,-3.670749,14.37444,10
Alabama,health diagnosing and treating practitioners all other,18.41147,-3.003342,21.3153,6
Alabama,medical and clinical laboratory technologists,17.01174,-3.670749,20.5189,10
Alabama,medical and clinical laboratory technicians,19.90855,-3.670749,23.50253,10
Alabama,dental hygienists,12.91366,-3.670749,16.29799,10
Alabama,cardiovascular technologists and technicians,48.0292,-3.670749,52.46604,10
Alabama,diagnostic medical sonographers,11.36825,-3.670749,14.70626,10
Alabama,nuclear medicine technologists,9.384424,-3.670749,12.66297,10
Alabama,radiologic technologists and technicians,5.98717,-2.447169,8.104992,5
Alabama,emergency medical technicians and paramedics,10.49879,-3.670749,13.81075,10
Alabama,dietetic technicians,15.959,-3.670749,19.43462,10
Alabama,pharmacy technicians,21.64948,-3.670749,25.29565,10
Alabama,psychiatric technicians,22.16167,-3.670749,25.82319,10
Alabama,respiratory therapy technicians,27.23086,-3.670749,31.04432,10
Alabama,surgical technologists,14.85314,-3.670749,18.2956,10
Alabama,veterinary technologists and technicians,12.52627,-3.670749,15.899,10
Alabama,licensed practical and licensed vocational nurses,15.07634,-3.670749,18.52549,10
Alabama,medical records and health information technicians,36.12792,-3.670749,40.20804,10
Alabama,opticians dispensing,25.42513,-3.670749,29.18447,10
Alabama,orthotists and prosthetists,26.43992,-3.670749,30.22967,10
Alabama,health technologists and technicians all other,29.60145,-3.670749,33.48596,10
Alabama,occupational health and safety specialists,13.21148,-3.670749,16.60475,10
Alabama,occupational health and safety technicians,34.34172,-3.670749,38.36831,10
Alabama,athletic trainers,16.28294,-3.670749,19.76826,10
Alabama,healthcare practitioners and technical workers all other,10.66769,-3.670749,13.9847,10
Alabama,healthcare support occupations,19.74684,-3.670749,23.33598,10
Alabama,home health aides,12.90323,-3.670749,16.28724,10
Alabama,nursing aides orderlies and attendants,8.457968,-2.447169,10.62515,5
Alabama,psychiatric aides,7.085917,-3.670749,10.29557,10
Alabama,occupational therapist assistants,7.189542,-2.669635,9.526103,3
Alabama,physical therapist assistants,23.34242,-3.670749,27.03933,10
Alabama,physical therapist aides,19.10696,-3.670749,22.67693,10
Alabama,massage therapists,33.49491,-3.670749,37.49611,10
Alabama,dental assistants,23.16978,-3.670749,26.86153,10
Alabama,medical assistants,14.8212,-3.670749,18.2627,10
Alabama,medical equipment preparers,15.38817,-3.670749,18.84667,10
Alabama,medical transcriptionists,22.56506,-3.670749,26.23867,10
Alabama,pharmacy aides,22.74602,-3.670749,26.42506,10
Alabama,veterinary assistants and laboratory animal caretakers,29.35727,-3.670749,33.23447,10
Alabama,healthcare support workers all other,20.22327,-3.670749,23.8267,10
Alabama,protective service occupations,18.23989,-3.670749,21.78386,10
Alabama,first-line supervisors/managers of correctional officers,12.83856,-2.669635,15.29825,3
Alabama,first-line supervisors/managers of police and detectives,16.77031,-2.669635,19.31571,3
Alabama,first-line supervisors/managers of fire fighting and prevention workers,17.16238,-2.669635,19.71632,3
Alabama,first-line supervisors/managers protective service workers all other,-1.890359,-2.669635,0.2482755,3
Alabama,fire fighters,11.17976,-2.669635,13.6033,3
Alabama,fire inspectors and investigators,14.2949,-3.670749,17.72063,10
Alabama,bailiffs,-1.245211,-3.670749,1.714744,10
Alabama,correctional officers and jailers,12.59479,-3.670749,15.96958,10
Alabama,detectives and criminal investigators,19.44116,-3.670749,23.02114,10
Alabama,fish and game wardens,7.567072,-3.670749,10.79116,10
Alabama,parking enforcement workers,6.817366,-3.670749,10.01898,10
Alabama,police and sheriff's patrol officers,19.6351,-3.670749,23.22089,10
Alabama,animal control workers,13.12621,-3.670749,16.51692,10
Alabama,private detectives and investigators,68.8567,-3.670749,73.91781,10
Alabama,gaming surveillance officers and gaming investigators,13.02466,-3.670749,16.41233,6
Alabama,security guards,13.30327,-3.670749,16.69928,10
Alabama,crossing guards,23.3209,-3.670749,27.01717,10
Alabama,lifeguards ski patrol and other recreational protective service workers,18.89401,-3.670749,22.45759,10
Alabama,protective service workers all other,-14.98011,-3.670749,-12.43184,8
Alabama,food preparation and serving related occupations,28.4052,-3.670749,32.25386,10
Alabama,chefs and head cooks,63.95462,-3.670749,68.86878,10
Alabama,first-line supervisors/managers of food preparation and serving workers,9.147609,-2.669635,11.52684,3
Alabama,cooks fast food,31.05187,-3.670749,34.97987,10
Alabama,cooks institution and cafeteria,15.5418,-3.670749,19.0049,10
Alabama,cooks restaurant,12.35103,-3.670749,15.71849,10
Alabama,cooks short order,35.04673,-3.670749,39.09445,10
Alabama,cooks all other,36.19807,-3.670749,40.28029,10
Alabama,food preparation workers,28.18792,-3.670749,32.03006,10
Alabama,bartenders,29.4198,-3.670749,33.29886,10
Alabama,combined food preparation and serving workers including fast food,30.38434,-3.670749,34.29232,10
Alabama,counter attendants cafeteria food concession and coffee shop,23.33558,-3.670749,27.03228,10
Alabama,waiters and waitresses,34.68501,-3.670749,38.7219,10
Alabama,food servers nonrestaurant,17.80653,-3.670749,21.33751,10
Alabama,dining room and cafeteria attendants and bartender helpers,28.54195,-3.670749,32.39471,10
Alabama,dishwashers,23.83838,-3.670749,27.55016,10
Alabama,hosts and hostesses restaurant lounge and coffee shop,21.72159,-3.670749,25.36992,10
Alabama,food preparation and serving related workers all other,5.670971,-3.670749,8.838223,10
Alabama,building and grounds cleaning and maintenance occupations,19.61326,-3.670749,23.1984,10
Alabama,first-line supervisors/managers of housekeeping and janitorial workers,5.590522,-2.669635,7.892224,3
Alabama,first-line supervisors/managers of landscaping lawn service and groundskeeping workers,10.92181,-2.669635,13.33972,3
Alabama,janitors and cleaners except maids and housekeeping cleaners,23.38192,-3.670749,27.08002,10
Alabama,maids and housekeeping cleaners,18.6419,-3.670749,22.19792,10
Alabama,building cleaning workers all other,25.06608,-2.224694,27.33794,4
Alabama,pest control workers,9.708029,-3.670749,12.99628,10
Alabama,landscaping and groundskeeping workers,17.04951,-3.670749,20.55781,10
Alabama,pesticide handlers sprayers and applicators vegetation,23.89247,-3.670749,27.60586,10
Alabama,tree trimmers and pruners,55.50781,-3.670749,60.16881,10
Alabama,grounds maintenance workers all other,20.02903,-3.670749,23.62663,10
Alabama,personal care and service occupations,14.08873,-3.670749,17.50828,10
Alabama,gaming supervisors,22.69009,-3.670749,26.36745,7
Alabama,first-line supervisors/managers of personal service workers,1.536263,-2.669635,3.749587,3
Alabama,animal trainers,5.429448,-3.670749,8.589449,10
Alabama,nonfarm animal caretakers,3.488372,-3.670749,6.590207,10
Alabama,gaming and sports book writers and runners,13.60098,-3.670749,17.00592,10
Alabama,gaming service workers all other,-26.51515,-2.224694,-25.18028,4
Alabama,motion picture projectionists,34.62665,-3.448274,38.41722,9
Alabama,ushers lobby attendants and ticket takers,34.44444,-3.670749,38.47411,7
Alabama,amusement and recreation attendants,25.65517,-3.670749,29.42141,10
Alabama,costume attendants,-8.116438,-2.224694,-6.447344,2
Alabama,locker room coatroom and dressing room attendants,12.70588,-3.670749,16.08398,10
Alabama,embalmers,35.98726,-3.670749,40.06318,10
Alabama,funeral attendants,20.52566,-3.670749,24.13814,10
Alabama,barbers,65.72207,-3.670749,70.68922,8
Alabama,hairdressers hairstylists and cosmetologists,-4.711025,-3.670749,-1.854951,10
Alabama,manicurists and pedicurists,27.26744,-3.670749,31.082,10
Alabama,shampooers,23.81916,-3.670749,27.53036,10
Alabama,skin care specialists,48.0916,-2.669635,51.31976,3
Alabama,baggage porters and bellhops,39.36396,-3.670749,43.54108,10
Alabama,concierges,38.16377,-3.670749,42.30492,10
Alabama,child care workers,12.0027,-2.669635,14.44417,3
Alabama,personal and home care aides,4.761905,-2.669635,7.045549,3
Alabama,fitness trainers and aerobics instructors,72.23292,-3.670749,77.39521,10
Alabama,recreation workers,2.750891,-3.670749,5.830611,10
Alabama,residential advisors,19.92295,-3.670749,23.51737,10
Alabama,personal care and service workers all other,67.68617,-3.670749,72.7122,10
Alabama,sales and related occupations,14.65686,-3.670749,18.09344,10
Alabama,first-line supervisors/managers of retail sales workers,2.486098,-2.669635,4.720126,3
Alabama,first-line supervisors/managers of non-retail sales workers,3.763536,-2.669635,6.025415,3
Alabama,cashiers,24.08027,-3.670749,27.7993,10
Alabama,gaming change persons and booth cashiers,22.05343,-2.447169,24.49228,4
Alabama,counter and rental clerks,29.82552,-3.670749,33.71674,10
Alabama,parts salespersons,11.49242,-3.670749,14.83415,10
Alabama,retail salespersons,18.80661,-3.670749,22.36757,10
Alabama,advertising sales agents,-21.44004,-3.670749,-19.08538,10
Alabama,insurance sales agents,26.81141,-3.670749,30.6123,10
Alabama,securities commodities and financial services sales agents,-3.358209,-3.670749,-0.4615907,10
Alabama,travel agents,24.85743,-3.670749,28.59976,10
Alabama,sales representatives services all other,12.91237,-3.670749,16.29666,10
Alabama,sales representatives wholesale and manufacturing technical and scientific products,9.352712,-3.670749,12.63031,10
Alabama,sales representatives wholesale and manufacturing except technical and scientific products,19.50562,-3.670749,23.08753,10
Alabama,demonstrators and product promoters,18.98672,-3.670749,22.55308,10
Alabama,real estate brokers,-27.19333,-3.448274,-25.14337,9
Alabama,real estate sales agents,15.21694,-3.670749,18.67031,10
Alabama,sales engineers,6.032286,-3.670749,9.210371,10
Alabama,telemarketers,8.205375,-3.670749,11.44858,10
Alabama,door-to-door sales workers news and street vendors and related workers,-12.17514,-2.558402,-10.34047,2
Alabama,sales and related workers all other,-33.97542,-3.670749,-31.99648,10
Alabama,office and administrative support occupations,20.99206,-3.670749,24.61853,10
Alabama,first-line supervisors/managers of office and administrative support workers,6.658228,-2.669635,8.983203,3
Alabama,switchboard operators including answering service,20.60844,-3.670749,24.2234,10
Alabama,telephone operators,-11.88047,-3.003342,-9.719499,7
Alabama,bill and account collectors,29.89733,-3.670749,33.79072,10
Alabama,billing and posting clerks and machine operators,9.112059,-2.669635,11.49053,3
Alabama,bookkeeping accounting and auditing clerks,27.70735,-3.670749,31.5351,10
Alabama,gaming cage workers,2.506266,-2.558402,4.647639,2
